split;label;text
val;1;die hamas hat einen waffenstillstand vorgeschlagen die kriegsverbrecher auf israelischer seite haben aber kein interesse daran
train;0;die hamas hat immer noch die vernichtung israels in ihrer charta stehen dazu herrscht dort große korruption wie früher beim arafatclan und keine paläst organisat ist ernsthaft an der gründung eines eigenen staates interessiert die begründung überlasse ich ihrer intelligenz
test;0;die hamas hat sich doch erst formiert weil israel die palästinenser zurückgetrieben und klein gemacht hat komisch dass diese verbrechen seitens israel immer vergessen werdenseht merkwürdig
train;0;die hamas hätte die armen kinder nicht als schutzschilde nehmen dürfen raketen aus einem wohngebiet heraus echt fies den anwohnern gegenüber
val;0;die hamas ist genauso ein hindernis für einen binationalen staat israelpalästina wie die netanjahuregierung und der rechte flügel israels wobei die rolle netanjahus eine paradoxe ist durch die stetige ausweitung der siedlungen macht er einen binationalen staat unausweilich
train;0;die hamas verbreitet terror und jetzt gibt es auch 3 raketen aus dem libanon israel sollte voll durchgreifen und die hamas vernichten
train;1;"die häßliche fratze der niemehrcdu

vorteilsnahme und korruption

hört bitte auf diese leute zu wählen"
train;1;die hässliche fratze des judenhasses deutscher linker also 95 aller gezjournalisten  aktivisten fein präsentiert auf youtube schön verpackt in ein jugendformat wie strgf für dämliche 16jährige klimalisas und antifakevins
train;0;die hat kein abschluss hm von außen grün von innen hohl ahaaa und solche fach kräfte sollen wir wählen naja es gibt leider genügend leute die so dussellig sind ich wähle für deutschland also afd
train;0;die hellsten sind die nazis eben nicht
train;0;die herzchen machen gerade unsere arbeit und geben der spd mit auf den weg dass sie nazis sind sterben gehen sollen und  natürlich  tote kinder auf dem gewissen haben sie sind echt ihre schlimmsten feinde und merken es nicht mal
train;1;die hetzer die sich über hetzer beschweren sind total wichtig ja  die afd braucht die und ihre unterstützung danke an die volksverpetzer die man früher auch stasischweine nannte
train;0;die hetzjagd auf alle regierungskritischen organisationen und bürger usw läuft ja auf anweisung von mutti auf vollen touren die werden  fast alle von muttis verfassungsschutz beobachtet um sie mundtot zu machen aber das wird niemals gelingen
train;1;"die heutige headline im print ist pure querdenker rethorik der ekel den reichelt  und die haltdiefressebild auslösen ist in solchen krisenzeiten noch zusätzlich gepaart mit einer wut über solch asoziales verhalten
journalistischel gesindel zugekokst und hässlich"
train;0;die hilflose suche nach antworten auf den judenhass
train;0;"die hohlphrasengeschosse der  union werfen ihr buzzworddropping vor
ich weiß ihr haltet euch für christlich aber selbst die jünger jesu waren kritischer mit ihm als ihr mit laschet"
train;0;die höllenaufsicht blockiert schneller als luky luke schießen kann
test;0;"die idee dass es der bewegung nur darum gehen würde die anzahl der toten pro kopf aus das niveau dessen zu bekommen wie weiße getötet werden ist absolut hahnebüchen und bescheuert

jeder tote durch polizei ist einer zu viel das sagt jeder blm aktivist"
train;0;die idiotie deiner aussage bekommst deine grundrechte halt erst später zurück ist dir schon bewusst oder weil du der bessere mensch bist hast sie früher oder gar mehr als andere grundrechte für alle sonderrecht wie 10 rabatt auf moral würde ich dir aber sehr gönnen
test;0;"die impfskeptiker von den gruenen    empfinden eine erfolgreiche und zügige impfkampagne als impfnationalismus und fordern mit frau baerbock anstelle dessen  tests durch ag also quasi ein mittel der  homeopathie in der pandemie

die tests schützen zwar nicht  aber egal"
train;0;die impfungen sind freiwillig und zum größten ärger der querdenker hat sich das thema pandemie eh bald erledigt
train;0;die in der politik mauscheln alle nur ist es so das die afd auf dem index steht ob das alles wahr ist ist etwas anderes stell mal die regierungsparteien auf diesen index mal sehen wie viel dreck die am stecken hat wie baerbrock mit ihrer kriegstreiberei
train;0;die in gleicher weise ängstliche und machtgeile cdu interessiert sich nicht für die mehrheit im land und ob herr laschet kanzler kann ist heute unwahrscheinlicher denn je schade chance verpasst cdu  flasche leer
train;0;"die influenzaimpfung ist auch nicht empfohlen ist doch das gleiche 
nicht empfohlen heißt übrigens nicht dass die stiko davon abrät uschi"
train;0;die interaktive karte von  zeigt aktuelle zahlen zum coronavirus in allen stadt und landkreisen  covid_19 coronavirusde
train;0;die inzidenz in saarland ist heute gestiegen weil das meldedatum 145 aus dem fenster für den 7tageschnitt gefallen ist an diesem datum gab es verm durch langes we extrem wenige meldungen dass die inzidenz heute leicht steigen würde war also seit tagen vorhersehbar
test;1;die islamistische methode     die deutsche politik ist einfach zu blauäugig mit ihr einer großer teil der deutschen medien  islamisierung
val;0;die israeli sollten mittlerweile verstanden haben wie auf zwangsiedelungen reagiert wird punkt
train;0;"die israelische polizei sieht zu wie juden in jaffa steine auf palästinenser werfen
gazaunderattack savepalestine savesheikhjarrah israeliterrorism israelicrimes israelterrorist"
train;0;die ist schon kanzlerin verdammt was hab ich verpasst
train;0;die jf gehört also zum meuthenlager das sich bereits ihr faschistisches neurechtes lager in der union einzurichten scheint und die toxischen bauernvolkstrampel abstößt
train;0;die jüdischen nachbarn die oma und opa bestimmt sehr gern gerettet hätten und die oma und opa so ähnlich waren da kann man sich eine kleine mentale zeitreise erlauben diese juden die sich nicht selbst verteidigen konnten die einfach nur opfer waren
train;0;die julis nrw verzapfen nicht nur etwas im netz sondern führen auch grundlagenseminaren mit leuten wie thorsten polleit durch polleit ist schüler vom demokratiefeind hoppe und will wie er den staat komplett durch privatwirtschaft ersetzen
train;0;die junge dame die das reingestellt hat  provoziert gerne heult sich dann in den medien aus über rassismus man muss die nicht für voll nehmen sind leute die sonst nichts auf die kette kriegen
train;0;die junge weisse frau neubauer  hat sich mächtig in rage gesabbelt und dabei locker mal hgmaassen antisemitismus vor die füße gerotzt und in ihrer aufgeheizten form neubauerluegt gelogen sie haben eine sehr merkwürdige sichtweise auf rational
train;0;die jungs haben alle 6 spiele gewonnen woooow respekt jungs ich bin so unfassbar stolz auf euch jetzt holt euch den sieg im finale jkvsp7
train;1;die kann man nur dummerweise nicht abschieben
train;0;die karte muss in gesicht von frau merkel und herr spahn hoch gezogen werden
train;1;die kirche mausert sich zum größten gegner der christenheit  geld islamisten und schwule sind vielen von ihnen wichtiger als christliche familien dazu kommt noch die gier nach geld und macht  nur mit der förderung des islam macht die kirche aus geldgier den gleichen fehler
train;1;"die kleine drecksau hat mit seinen türkischen freunden körperverletzung an deutschen verübt und saß dafür im jugend knast 
bist du eine linke antifa sau oder warum findest du das gut
ein guter deutscher kannst du nicht sein"
train;0;die klinische studie ist abgeschlossen und war teil der zulassung sie missinterpretieren da etwas
val;0;die kommen immer mit  ja alman sollte ein slur sein  wurde so oft kartoffel genannt so schlimm  like okay wein doch weiter
train;1;"die kommentare hier drüben bei fb und auf allen anderen kanälen zeigen deutlich dass das eben ganz genau die afd ist ihre wähler sind der intellektuelle bodensatz unserer gesellschaft
das kann ich anhand jedes einzelnen profils eurer wähler millionenfach beweisen"
train;0;die konifere von der diese daten stammen nennt sich eudravigilance und wird von der european medicines agency betrieben
train;0;"die können doch schneemaschinen kaufen

ja ich hoffe das tun sie und wir sterben bald den wärmeentropietod"
val;0;die könnten so 11 von der noafd stammen
train;0;die kritiker vor allen dingen die arroganten lehrlinge  der afd nämlich die fdp sollten doch froh darüber sein dass es nicht ganz so schlimm geworden ist
test;0;die lachenund lachen so laut daß es eigentlich von den deutschen kaum zu überhören istund lassen sich tagsüber alles erzählen und glauben auch noch daran und als ob dem nicht genug erfolgt ein theater um die kanzlerschaftsöderlaschet eine bock reichte völlignoch bock nein
val;0;die lebt in meinem land  geht gar nicht
train;1;die letzten 16 jahre nichts getan und pünktlich zur wahl plant ihr etwas umzusetzen alles nur wählerfang einfach lächerlich ihr seid ein korrupter haufen nichts anderes
test;0;"die leute die das fordern gucken doch gerne bild tv

und stecken ein vermögen in bild artikel rein"
train;0;die leute die sich nicht impfen lassen können und den schutz möchten sollten ihn auch bekommen aber nicht so im laden sollen sie sich bemerkbar machen dann geht doch jeder vernünftige mensch aus dem weg und hält abstand
train;0;die leute müssen eben die  logischen folgen ihrer spinnerei zu spüren bekommen sprich  es muss denen erst richtig dreckig gehen um zu erkenn  dass mi t klimawahn multikulti und gendergaga nix erwirtschaftet wird
test;0;die linke   guckt blöd aus der wäsche die meinung die sie vertritt über baerbock ist dermaßen einfältig dümmlich und links fragwürdige journalistin für mich auffallend einseitig
train;0;"die linke fehlt 
das soziale gewissen der republik"
train;1;die linken lehrer laufen hier in ns zu hochform auf ethik unterricht  eine katastrophe die bösen kreuzzüge blm frage an d schüler wie reagiert ihr wenn ein ausländerkind v d weißen verprügelt wird  was sagt ihr zu diesem vormals npd plakat kriminelle ausländer raus
train;1;die linken und die rechten haben weder gehirn noch herz nicht mal ein daskalteherz aus dem märchen das sind nur kranke ideologisch verseuchte typen die von ihrer kindheit bis heute nichts dazu gelernt haben o denen ein doppeltes chromosomenpaar fehlt b0105 berlin
val;1;die linksgrün versyfte bande ist unberechenbar   berlin linke attackieren skinhead auf maidemo der stellt klar ich bin antirassist kein nazi  via
val;0;die linksparteien linkspartei spd und grüne sind in der minderheit rotrotgrün ist in sachsenanhalt nicht möglich schwarzblaugelb wäre die absolute mehrheit das haben die menschen gewählt
test;0;die lobbyministerin der konventionellen bauern cdurausausderregierung
train;1;die mabs sind arschteuer werden ebenfalls von der gierigen pharma mafia produziert außerdem sind mabs gegen mutationen noch viel viel anfälliger als die durch die impfung gebildeten polyklonalen
train;0;die machen sich lustig über masken über kontaktbeschränkung und distanz nicht über die aktuelle coronapolitik hier ist gar nichts klasse ich bin raus sahra fass übergelaufen allenichtganzdicht
train;0;die man mit der konstruierten unterstellung kontert dass juden weltweit qua ihrer existenz ja auch nicht in gänze palästinenser auslöschen mögen anyway das ist die falle von slogans die ein zu breites spektrum an projektionen bedienen es verlieren alle vor allem die debatte
train;0;die männer haben keine ahnung wie sich die systematische diskriminierung anfühlt wir können uns gern in ein paar jahrhunderten wieder über dieses thema unterhalten  dann haben die herren der schöpfung ein bisschen erfahrung als opfer gewonnen
val;0;die masse
train;0;"die masse der bevölkerung hinter ihm sehen
watt"
train;0;die medien sind die neue kirche angst macht gläubig
train;0;die mehrheit hat immer recht und diese aussage in deutschland a propos maßnahmen so hart es geht für alle die dahinter stehen mir soll es recht sein
train;0;die meinung im  oder bei   ist niemals ausgewogen sondern immer nur linksgrün gefärbt würde ein moderator die afd ähnlich über den grünen klee loben wie es täglich bei den grünen geschieht hätte er am nächsten tag sein kündigungsschreiben in der hand
train;0;die meisten asiaten außer japaner lehnen die langnaßen abausnahmen bestätigen die regelohne moos nix losandere länderkontinentsitten ugebräucheklima usw die dewollen esbunt der hippiscientologyislamstaat   welcom  dann lieber afdjafd
train;0;die meisten haben kein geld mehr übrig um sich gut abzusichern es war die aufgabe des staates aber die interessiert die zukunft ihres volkes nicht
test;0;die meisten leugner leugnen doch gar nicht sie haben viele fragen und bekommen keine antwortenstatt dessen werden sie diffamiert und die politik sieht dabei zu obwohl sie eine menge fehler gemacht haben und viele dinge entschieden wurden die eben einfach keinen sinn machen
train;0;die meisten querdenker haben bisher grüne und linke gewählt wie mehrere umfragen ergeben haben ob die alle mit honkforhope fahren ich wage es zu bezweifeln und die die ich kenne sind einige sind alle gegen masern geimpft aber was solls ihre meinung meine meinung
val;0;"die meisten stayathome verfechter die alles getan haben um sich nicht zu infizieren brav neg pcr tests vorweisen haben nicht begriffen  

ihr bleibt unfrei

ihr werdet verarscht von merkel und kumpane

kommt heraus und reiht euch ein 

gemeinsam  für die freiheit"
train;1;"die meisten stayathome verfechter die alles getan haben um sich nicht zu infizieren brav neg pcr tests vorweisen haben nicht begriffen  

ihr bleibt unfrei

ihr werdet verarscht von merkel und kumpane

kommt heraus und reiht euch ein 

gemeinsam  für die freiheit"
train;1;"die meisten stayathome verfechter die alles getan haben um sich nicht zu infizieren brav neg pcr tests vorweisen haben nicht begriffen  

ihr bleibt unfrei

ihr werdet verarscht von merkel und kumpane

kommt heraus und reiht euch ein 

gemeinsam  für die freiheit"
train;1;"die meisten stayathome verfechter die alles getan haben um sich nicht zu infizieren brav neg pcr tests vorweisen haben nicht begriffen  

ihr bleibt unfrei

ihr werdet verarscht von merkel und kumpane

kommt heraus und reiht euch ein 

gemeinsam  für die freiheit"
train;1;"die meisten stayathome verfechter die alles getan haben um sich nicht zu infizieren brav neg pcr tests vorweisen haben nicht begriffen  

ihr bleibt unfrei

ihr werdet verarscht von merkel und kumpane

kommt heraus und reiht euch ein 

gemeinsam  für die freiheit"
val;1;"die meisten stayathome verfechter die alles getan haben um sich nicht zu infizieren brav neg pcr tests vorweisen haben nicht begriffen  

ihr bleibt unfrei

ihr werdet verarscht von merkel und kumpane

kommt heraus und reiht euch ein 

gemeinsam  für die freiheit"
train;1;"die meisten stayathome verfechter die alles getan haben um sich nicht zu infizieren brav neg pcr tests vorweisen haben nicht begriffen  

ihr bleibt unfrei

ihr werdet verarscht von merkel und kumpane

kommt heraus und reiht euch ein 

gemeinsam  für die freiheit"
train;1;"die meisten stayathome verfechter die alles getan haben um sich nicht zu infizieren brav neg pcr tests vorweisen haben nicht begriffen  

ihr bleibt unfrei

ihr werdet verarscht von merkel und kumpane

kommt heraus und reiht euch ein 

gemeinsam  für die freiheit"
test;1;"die meisten stayathome verfechter die alles getan haben um sich nicht zu infizieren brav neg pcr tests vorweisen haben nicht begriffen  

ihr bleibt unfrei

ihr werdet verarscht von merkel und kumpane

kommt heraus und reiht euch ein 

gemeinsam  für die freiheit"
train;1;"die meisten stayathome verfechter die alles getan haben um sich nicht zu infizieren brav neg pcr tests vorweisen haben nicht begriffen  

ihr bleibt unfrei

ihr werdet verarscht von merkel und kumpane

kommt heraus und reiht euch ein 

gemeinsam  für die freiheit"
train;1;"die meisten stayathome verfechter die alles getan haben um sich nicht zu infizieren brav neg pcr tests vorweisen haben nicht begriffen  

ihr bleibt unfrei

ihr werdet verarscht von merkel und kumpane

kommt heraus und reiht euch ein 

gemeinsam  für die freiheit"
test;0;"die meisten stayathome verfechter die alles getan haben um sich nicht zu infizieren brav neg pcr tests vorweisen haben nicht begriffen  

ihr bleibt unfrei

ihr werdet verarscht von merkel und kumpane

kommt heraus und reiht euch ein 

gemeinsam  für die freiheit"
train;0;die meisten toten durch extremistische straftaten in deutschlandgab es in den letzten 10 bis 20jahren meines wissens nach durch rechtsmotivierte straftaten
train;0;die meisten wissen nicht einmal warum die situation vor ort eskaliert  ist
train;1;die meldung eines linksextremen kriminellen getreu dem motto getroffene hunde bellen oder war es ein empörter antifaverklärer sie zeigt jedenfalls dass unsere tweets zu diesem thema wichtige stiche in das  metaphorische wespennest linksextremismus sind stiche die
test;1;die menschen die ein problem damit haben zigtausend menschen aus purem egozentrismus qualvoll verrecken zu lassen als lockdownfanatiker zu bezeichnen ist mit abstand der asozialste müll den in den letzten 50 jahren jemand geäußert hat
train;0;die menschen in ihrem umfeld kennen ihr seltsames verhalten bestimmt schon seit vielen jahren
train;0;die menschen sind weiter weil wir für unsere rechte gekämpft haben und was heißt für dich omnipräsent nur weil neuer einmal im jahr ein regenbogenarmband trägt fühlst du dich dadurch belästigt
train;0;die menschheit verblödet
train;0;die merkelwill mal wieder mit dem kopf durch die wand und wird auch diesmal merken dass die wand härter ist
train;0;die mieterinnen sollen die kosten allein schultern das ist weder gerecht noch politisch sinnvoll das ist verrückt wenn der vermieter die höheren kosten einfach weitergeben kann hat er keinerlei anlass zu modernisieren co2preis
train;0;"die migranten sind blöderweise  für die grünen   meist stockkonservativ und auch nich blöde
da is die afd noch proggresiv"
train;0;die minderjährigen sind die größte gruppe der ungeimpften ihre eltern ist die zweitgrößte gruppe longcovid und longcovidkids sind real und betreffen gt 10 der an covid19 erkrankten  auch nach leichtem verlauf
test;0;die mitarbeiterinnen der stahlbranche müssen sich darauf verlassen können dass klimaneutrale produktion auch sie mitnimmt gute jobs erhalten amp  ausgebaut werden für mich ist klar industriepolitik und die belange der arbeitnehmerinnen müssen immer zusammen gedacht werden
train;0;die mitgliederstärkste rechtsextreme gruppierung in deutschland sind die grauen wölfe deren ideologie von antisemitismus geprägt ist
train;1;die muslimische familie ist bestimmend ob ein sohn eine deutsche als christin heiraten und er ihren glauben annehmen dürfte das werden sie nie erleben bei einem mädchen wäre die konsequenz des ehrenmordes beim sohn ein verstoß aus der familie das ist relifreiheit islamisch
train;0;"die nase mit koks desinfizieren
kann etwas rot werden der zinken 

impfneid  gönn dir"
train;0;die nation hat nicht den größten massenmord begangen das ist geschichtlich falsch das neuartige ist dass er industriell war  aber du hast anscheinend nicht aufgepasst in geschi oder nie bücher gelesen
train;0;die natur hat normal für sich definiert nicht der norm entsprechend mit schlecht gleichzusetzen wäre das problem du verstehst einiges nicht das ist gefährlich
train;0;die nazi wollten keine  weltanschauung überstülpen sie haben primitiv ihre menschenfeindlichkeit ausgelebt wie afdnpdfdp dein versuch die grünen zu diskreditieren funzt mit einer einfachen serienfantasie nicht
train;0;die nazis wollten nicht retten sondern als übermensch die welt unterwerfen die annahme sie seien übermenschen führte zur vernichtung der juden die nazis argumtierten mit einer menschenfeindlichkeit wie es  heute die afd und cdu mit muslimen und grünen machen
train;0;die nenne ich freunde
train;0;die neuen nazis 1  vor der wende
train;1;die nigerianische mafia infiltriert deutschland  via   klar schaut die meisten flüchtlinge an gut genährt trainiert hell in der birne denn sie wollen mehr 90  sind als gefährlich einzustufen
train;1;die noafd macht keine politik sondern polemik und ist grundsätzlich gegen alles was nicht braun ist die verstehen und akzeptieren logik und tatsachen genauso gut wie volltrunkene alkoholiker mit einer fixen idee
train;0;die noafd will annalena baerbock dafür fertig machen dass diese statt kobalt kobold gesagt hat wenn politischer wettkampf für die nachwuchsfaschos so aussieht und ihre fans das auch noch abfeiern sagt das viel darüber aus wie debil dieser braune haufen ist  gelinde gesagt
train;0;"die notbremse wäre nicht notwendig gewesen aber hatte sicher einen einfluss auf die zahlen

die bedeutung der impfungen und der saisonalität wurde unterschätzt 

egal wir sollten uns freuen dass die zahlen so stark gesunken sind"
train;0;die nulpe laschet drängt auf heutige entscheidung  ernsthaft niemand will diesen wicht ernsthaft als kanzlerin was erlauben laschet
val;0;die öffentlich rechtlichen sender bestätigen damit die kritik der querdenker von der gleichgeschalteten presse dümmer kann man sich nicht mehr anstellen
val;1;"die offizielle fehlerquote des pcr test führt schon zu 20
das heißt lebenslangen lockdown
und diese fascho fanboys mit rotem punkt kapieren das nicht"
val;0;die offizielle kandidatur hat begonnen nun aber mit noch größeren ambitionen elliot for president  der sucht stimmen der alte cannabis kiffer
train;0;die österreicher sagen zb personen mit handicap bzw differenzieren eben gar nicht mensch ist mensch an schulen wird b eindeutig als abwertendes schimpfwort verwendet ob sich das mit mehr inklusion langsam ändert weiß ich nicht
train;0;die paar hansel sind nicht die masse der bevölkerung dass sich die merkwürdigen immer so überschätzen müssen ist ja nun schon lächerlich
train;1;die palästinenser opfern ihre kinder für ihren israelhass kein platz für antisemitismus geh
train;0;die palästinensische bevölkerung wird zu kanonenfutter soviel zum thema hamas fatah hisbollah und wie sie alle heißen
val;0;die palästinensischen kindern haben nicht einmal richtige wohnungen ein bunker schon garnicht sie haben nirgendwo um sich zu verstecken freepalestine
train;0;die pallis hätten spätestens 1947 ihren staat haben können vorher hat man ihnen 87 von ganz paläsina angeboten sie wollten nicht dann waren es 45 für  einige handvoll beduinen und  araber mit ägyptischen wurzeln wollten sie wieder nicht sie wollen alles haben
train;0;"die pandemie offenbart jene die schon immer eine hässliche fratze hatten und einfach von natur aus komplett einen an der waffel haben und asozial sind 

die pandemie deckt alles schonungslos auf

auch hier abstand halten und ignorieren zukünftig jene

allesdichtmachen"
train;1;die pandemie zeigt wie die pol kultur unter merkel total verkommen ist wie polämter u führungspos besetzt werden mit fachfremden inkompetenten stümpern u idioten  die in ihrer arroganz u selbstherrlichkeit    zum niedergang des landes beitragen warum treten sie nicht zurück
train;0;die parallelen sind durchaus berechtigt damals wie heute hat eine mehrheit im land offenbar überhaupt kein problem damit einer willkürlich definierten minderheit ihr grundrecht auf körperliche unversehrtheit abzusprechen seit kurzem ja sogar per notbremsegesetz
train;0;die partei  denn sie ist sehr gut
val;0;die partei  noch nie an einer regierung beteiligt  tut mehr gegen armut als olaf schloz pardon scholz
train;0;die partei hat eine persönlichkeitsstörung
train;1;die planen jetzt erst wie die uns das internet abschalten wasn das für ne amateurveranstaltung und wie dumm sind die querdenker dann wenn die alles vorher wissen und nix gegen diese amateure tun können menschheit so lost eif
train;0;die pol nulpen hier wundern sich gar nicht wieso unsere oberschichten auf einmal ihr herz f d dritte welt entdeckt haben niemand redet vom schuldenerlass f sie dafür wurde herrhausen v d raf umgelegt keiner vom üblen entwicklungshilfesystem stattdessen fabulieren sie ein
train;1;die politik hält sich bei einer krtitik des islams zurück da es um wähler geht und um die angst als politisch unkorrekt eingestuft zu werden das ist ein grober fehler das problem ist der islam und der koran handlungsbedarf
test;1;die politik hat versagt da braucht man nicht diskutieren jetzt ist das kind aber in den brund gefallen jetzt muss man auch zusehen dass es da wieder rauskommt und da sind solche maßnahmen leider richtig also haltdiefressebild
train;0;die politik ist kein pensionat für höhere töchter während ard amp  co kräftig für baerbock trommeln schlägt das internet zurück ein höchst peinlicher auftritt von ihr mit habeck geht in den sozialen netzwerken viral  und nagt am lack der kanzlerin in spe
train;1;die politik praktiziert gegenüber den kleinsten amp  schwächsten eine sozialdarwinistische durchseuchung das erinnert an die schrecken der nazis dort gab es eine aktive euthanasie man mordete heute überlässt man dem virus die drecksarbeit passive euthanasie
train;1;die politiker wollten doch herrn maassen verhindern da die meisten merkels vasallen sind und herrn maassen nicht das wasser reichen können hoffentlich verschwinden diese speichellecker mit der merkel
train;1;die polizei hat kein respekt mehr verdient sie sind verblödete kampfmaschinen ohne gehirn und nur zum schutze des verbrecherpedobundes
train;0;die preise für essen auf rädern sind erheblich gestiegen muß ich ihnen eine zeichnung machen damit sie begreifen das vorallem senioren und behinderte davon betroffen sind
train;0;die presse hat akk als nachfolgerin gehyped merkel wollte schon damals nichts davon wissen
train;0;"die probleme auf die liefers aufmerksam macht

1 presse ist gleichgeschaltet
stimmt nicht
2 kritische wissenschaftler kommen nicht zu wort
stimmt nicht
3 wer die maßnahmen gut findet ist ein untertan
beleidigend und stimmt nicht

und sonst so"
test;1;die propaganda von   für die bundeskoboldin baerbock ist so durchschaubar wie unerträglich was für ein erbärmlicher sender zwar keine fakenews aber pures framing rotzfreche euphemismen und übelst parteiisch für den journalismus komplett disqualifiziert
test;0;"die quarkdenker wird man in 1 jahr vergessen haben aber fridaysforfuture hat in den letzten 2 jahren die klimakrise zu einem relevanten und  wahlentscheidenden thema gemacht

und greta t hat heute im uskongress über die schädlichkeit fossiler subventionen gesprochen"
train;0;die quelle und eine begründung dazu hatte ich ihnen ja 2h vor diesem tweet per dm erläutert dass sie das nicht interessiert zeigt mir dass es ihnen nicht um inhalte geht troll dich
train;0;die querdenkenbewegung wollte das gg ersetzen jetzt bestreiten sie das bitte damit ich sie danach als das outen kann was sie sind  völlig uninformiert
train;0;"die querdenker brauchen einfach bisschen mehr geduld
machtergreifung durch wahlen im september denn ihr habt das volk hinter euch 
ballweg hat es in stuttgart mit 1 vorgemacht"
train;0;die querdenker bringen kinder als menschliches schutzschild mit dafür werden sie belohnt
train;0;die querdenker demonstrieren ziemlich offen ohne direkte gewalt gegen sie im gegenteil durch die aggressive politik der afd wurde herr lübcke ermordert stefan e war afd wähler und sympathisant querdenker greifen hin und wieder auch journalisten an was sagen sie dazu
train;0;die querdenker haben das ja schon getan die grünen querdenker auf den äckern mit den bösen pflanzen
train;0;die querdenker hatten eine kundgebung quasi direkt vor meiner buchhandlung ich mich dann in der ortsgruppe auf fb darüber beschwert wie unverschämt und unfreundlich die waren der beitrag wurde aber gelöscht
train;1;die querdenker sind 100 mal radikaler und vernetzter regst du dich auch über die auf
test;1;die querdenker sind immer schlauer und besser informiert als alle anderen und haben stets recht das müssen sie auch denn sonst würde das gesamte kartenhaus aus coronadiktaktur impfmassenmord great reset und isolaten jämmerlich in sich zusammenkrachen
train;0;die querdenker sind nicht die mitte der gesellschaft punkt ja sie kritisieren die maßnahmen unter ihnen tümmeln sich aber reichsbürger neonazis verschwörungsschurbler und sonstige verfassungsfeinde das zu verunglimpfen ist fatal
train;0;die querdenker sind wohl nicht das problem sondern eher die ungenannten
train;1;die querdenker vollspaßten terrorisieren wieder meine nachbarschafft macht mal was sinnvolles mit eurer freizeit ihr kacklappen
train;0;die querdenker werden in die polizei integriert und zusammen nennen sie sich dann wieder sturmabteilung
train;0;die querdenker werden wahrscheinlich als ähnliche absurdität wie die flagellanten in die geschichte eingehen
train;0;die querdenker wollten den bundestag stürmen  die legendenbildung wirkt 3 polizisten ohne waffen genügten um das ganze zu stoppen keine verletzten kein schaden  machen sie das mal bei einer linken demo
train;1;"die querdenkersekte in berlin instrumentalisiert wieder mal ihre kinder können da nicht endlich mal die behörden tätig werden 
 juschg
 
 

 was für ekelhafter abschaum  b1005"
train;0;die radikalisierung der afd hat in teilen der ostdeutschen cdu ein umdenken bewirkt doch hält das neue selbstbewusstsein auch bei den landtagswahlen  red
train;0;die radikalität der sachsen ermöglichte die wende 89 die dämonisierung des harmlosen professors lucke ermöglichte es erst dass die afd zu dem wurde was sie heute ist tja
test;0;die rasante eskalation von protesten und blendgranaten zu unablässigem raketenbeschuss aus und luftschlägen auf gaza sowie mobgewalt samt der gefahr eines ausgewachsenen bürgerkriegs in israel macht einfach nur noch fassungslos was für ein trauriges eidalfitr  im nahen osten
train;1;"die realitätsflüchtende lügnerin und der kleine braune anstreicher der schon immer mal einen 7er bmw auf kosten anderer fahren wollte

  entlarvt die afdpolitbonzen 
afdrausausdenparlamenten"
val;0;die regenbogenbinde verkörpert einen slogan und darf eigentlich deswegen auch nicht getragen werden ist es jetzt angekommen natürlich könnte man darüber streiten aber so ist es nun mal
test;0;die regenbogenfahne ist eine form des regenbogens als symbol sie steht in zahlreichen kulturen weltweit für aufbruch veränderung und frieden und sie gilt als zeichen der toleranz und akzeptanz der vielfalt von lebensformen der hoffnung und der sehnsucht
train;0;die regenbogenfahne steht nicht für homosexualtät sondern für vielfalt
train;0;die regenbogenflagge inkludiert jeden der nicht cishet ist heten sind also nicht mitgemeint
train;0;die regenbogenflagge steht für alle sexualitäten  auch heterosexualität also kein grund sich diskriminiert zu fühlen
train;0;die regierung aus union amp  spd hat jahrelang mist gebaut und uns beim thema uploadfilter respektlos behandelt belogen und sie haben sich in zahlreichen skandalen verwickelt jetzt wo wahlkampf ist merken sie plötzlich dass sie auch mal produktiv werden müssen niemehrcducsu
train;0;"die regierung das bverg wird zu spät urteilen oder gar nicht den beschwerden wird man vielleicht regierungskonform nicht nachgeben wenn das geschieht ist die demokratie beendet u die verfassung makulatur
ps wir haben keine verfassung sondern nur ein gesetz der alliierten"
train;0;die regierung von cducsu und spd hat ein massives problem mit korruption scholz als bankenlobbyist und spahn machen aktuell eine ganz schlechte figur und sonst überall  böse verdachtsfälle zum teil erwiesen zum teil vermutung
test;0;die regierung wurde entsprechend der verfassung gewählt und handelt verfassungsgemäß sind sie anderer meinung können sie das von einem unabhängigen gremium aka bverfg prüfen lassen oder möchten sie etwa auch gegen die verfassung verstoßen
train;0;"die regierungsverantwortung der cdu dauert noch 156 tage an
herzlichen dank an herrn jensspahn  und herrn arminlaschet für die vorbildliche zugrunderichtung der letzten großen volkspartei
wir freuen uns auf mindestens 8 jahre annalena baerbock und die grünen"
test;0;die reitschuster anhänger wollen doch keine klaren informationen die bekommen sie allerorten die wollen ihre verquere weltsicht bestätigt bekommen auf deine merkwürdige rechnung und die verqueren schlüsse daraus mag ich nicht eingehen
train;0;"die rias ist aber nicht im gesamten bund aktiv 
warum reagieren sie nicht hierauf es widerlegt alle ihrer thesen"
