split;label;text
train;1;die probleme nehmen einfach überhand überall entstehen neue kriminalitätsfelder die wir uns im entferntesten nicht hätten denken können diese personen und gruppen bedrohen nicht nur jeden einzelnen von uns sondern sie gefährden auch unser zusammenleben und was tut die politik sie fordert von uns alt bürgern toleranz ein gehts noch
train;0;die prschleimschnecke auf dem weg
train;0;die qataris sind als wütend  weil sie zu reich sind die saudis auch  was für ein quatsch entweder sind die moslems superreich aus den staaten wie saudi arabien oder quatar dann sind sie nicht wütend oder sie kommen aus den verarmten diktaturen ägypten tunesien algerien jemen sudan   dann sind sie wütend aber keine opfer des us imperialismus sind eigentlich die malaysischen moslems oder  die indonesischen ebenfalls wütend  sie wissen das doch sicher als kenner der materie
val;0;die qualitätsjournalisten denen sie vertrauen sollten sie mir unwissenden benennen
train;0;die rackete hat nach italienischem recht eine straftat begangen worüber nun der staatsanwalt und die gerichte in italien zu entscheiden haben und nur die kein heiko maas keine grünen kein böhmermann und auch  kein forumsschreiberling mal sehen was die italiener daraus machen sollten die italiener jedoch dem druck der ngos und der linken nachgeben haben schlepper künftig dafür einen freifahrtschein und italien wird dann ein noch größeres problem bekommen
train;0;die rast wohl nur in der überschrift davon
train;1;die ratte sprach zum elefant  den genen nach sind wir verwandt ich bin der größte in dem land  und merkte nicht wie sehr sie stank
train;0;die raute haltchronisch anfällig auf den flügeln
train;0;die realität in unserem land
train;1;die realität ist dem ktreiber doch eh viel zu gewöhnlich damit beschäftigt sich der luftschlossbauherr doch eh nicht das lässt der märchenkönig doch lieber seine minderbemittelten schergen erledigen er hat visionen ich würde die behandeln lassen wären es meine
train;0;die realität ist genau anders herum normale menschen werden aus der stadt verdrängt das soziale gleichgewicht ist in gefahr
train;0;die rechtschreibung spricht für sich dass der videobeweis hohl ist wusste ich noch nicht
val;0;die redaktion sollte aber ihrer journalistischen sorgfaltspflicht nachkommen und nicht mit schaum vor dem mund schreibennazi ist inzwischen zum schimpfwort für unliebige personen verkommenwie man sieht
train;1;die regierung holt fremde ins land und lässt dann alles laufen  das ist ja wirklich peinlich  hoffentlich passiert dir das nie   dein deutsch ist eine katastrophe könntest du nicht mal nachsehen wie man eigentlich schreibt schweden war ein fake  noch immer nicht geschnallt kognitiv fehlts ja auch
train;0;die regierung in kabul war immer ein marionettenregime der usa das jetzt nach dem abzug der ustruppen in sich implodiert kein afghane ist bereit für dieses regime zu kämpfen oder sein leben zu riskieren  vieles erinnert an den abzug der amerikaner aus saigon danach war es auch sehr schnell mit der südvietnamesischen marionettenregierung vorbei
train;0;die regionalliga ist immer noch eine amateurliga da ist es für mich  absolut unverständlich daß man einem jungen spieler der aus  nachvollziehbaren gründen zurück zu seinem heimatverein wechseln will  dermaßen steine in den weg legt  in buchbach sollte man den größenwahn ablegen
train;0;die rehe wurden von flüchtlingen mit absicht vor die autos getrieben da steckt eine intrige der linken dahinter dabei wurden nur autofahrer ausgewählt deren politische gesinnung ausdrücklich nicht links ist ich habe beweise allerdings muss ich jetzt erstmal abtauchen weil mich die flüchtlinge schon wieder verfolgen ich melde mich wieder
train;1;die reichen griechenlands waren schlauer die haben ihr geld gleich bevorzugt schweiz ins ausland gebracht aber als kleinsparer hatman da drüben eh keine chance
test;1;die reinste bumsbude geworden das forum
train;0;die relegation gehört endlich wieder abgeschafft das ist transparent und fair und dann haben nicht die schiris alles in der hand wie gestern oder wie im fall braunschweig diese gurkenspiele braucht doch kein mensch da schaut man ja lieber farbe beim trocknen zu
train;0;die richterin und nicht die verteitigerin man o man
train;0;die richtige
test;0;die richtigen natürlich was haben sie gedacht aberis ok entrüsten sie sich nurdann müssen sie sich nicht über tatsächliche gewalt aufregen
train;0;die richtung stimmt
train;1;die rocker die ich am stahlgruberring immer bei den puffs seh die haben gar keine haare und auch keine motorräder
train;0;die rolle die zb der hessische verfassungsschutz im rahmen der nsu morde spielte inwieweit dieser über die morde informiert war ist bis heute nicht abschließend geklärt
train;1;die roten doofis von der seitenstraße sind zu dumm zum geradeaus laufen und machen beim zuschauen schon fehler  kloppo hat ihnen ja gezeigt wo der frosch die locken hat  bayern hat die nächsten 100 jahre keine chance zum erreichen des viertelfinales der cl  da hat der rote frosch keine locken mehr
train;1;die russen fcken euch kartoffel
train;0;die sahne gehört auf die schnittchen
test;1;die salafisten sind rechtsradikale die müssten dir doch eigentlich gefallen
train;1;die san mir lieber als du weil diese nach entsprechender argumentation auch ihre meinung ändern im gegensatz zu den kleingeistigen bayernhasser die aber mehr spiele anschauen als so mancher fan
test;0;die schaafbasher fühlen sich miskreditiert hört hört
train;0;die schaut aus wie mein mollifrüher hiess er olliich liebe katzenaber keine beissende hunde glück gehabt mizzikatzen sind keine viecher gostpst hunde schon
train;1;die scheiß 09er führen leider gegen 96  und jetzt haben die leider auch noch nachgelegt
train;0;die scherben aufkehren dafür haben die doch ihr freiwilliges schlachtvieh
train;0;die schlimmste manipulation sieht man heute grün rotelinke propaganda in schulen und in den medien besonders das mit der oma umweltsau
train;0;die schüler hatten jetzt ab 13 märz keine schule mehr frühestens geht es für die meisten wohl erst am 11 mai wieder los  wenn überhaupt   das sind 8 wochen abzüglich der osterferien 6 die pfingstferien beginnen bereits wieder nach 2 wochen und am 23 juli starten die sommerferien für 6 wochen warum also nicht die pfingstferien streichen und die sommerferien 2 wochen später beginnen lassen immer noch ein ferienplus von 2 wochen die armen berufstätigen eltern
train;0;die sed gehört verboten wie die npd
train;0;die sehen sich als gewissen deutschlands als verteidiger der demokratie tja so kann man sich irren
train;0;die sehen wir alle
train;0;die sei dir gegönnt freude über erfolge des eigenen vereins geht ja nicht  da muss schon der misserfolg anderer verein herhalten damit bei den mietnomanden mal freude aufgkommen kann
train;0;die shisha ist in der mitte der gesellschaft unter 40 angekommen und ein gängiges lifestyleprodukt auch interessant
train;0;die sich dadurch auftuenden bildungslücken übernehmen dann spielend die neubürger die ja vornehmlich  lt regierungsmitteilungen gut qualifiziert sind
train;0;die sicherheit in der wir leben erkennen wir am besten daran welche frauen sagen sie trauen sich nachts noch allein auf die straße  vor zwei jahren waren das noch mindestens fünf mal so viele  so werden wir von unseren sicherheitsbeamten und der kügenpresse verarscht
train;0;die sicherungen könnte man auch an einem reißfesten kabelbinder anbringen preisschilder hängen schließlich auch an den klamottenmittlerweile gibt es auch unsichtbare sicherungen die sich unter den preisschildern befinden oder in das wapperl innen vernäht werden
train;0;die silagarbeitnehmer können sich ja bei   beraten lassen  scnr
train;0;die sind auch die maskenträger zuhausebleiber nichtnachdenker und superschlauen ich  befolgealles typeninnendie ansteckung kann potentiell von jedemjeder ausgehen auch die arbeiten mit
train;0;die sind bestimmt auch daran schuld dass du das mit der richtigen verwendung von satzzeichen nie kapieren wirst
test;0;die sind doch privatisiert warum soll der steuerzahler den tunnel übernehmen
train;0;die situation bei uns erinnert mich gerade an eberls anfangsjahre bei gladbach ständig abstiegskampf wechselnde trainer und zum schluss sogar eine palastrevolte der erfolg kam erst mit favre und mit der verpflichtung von marco reus ab da ging es auch mit eberls standing aufwärts  fazit baumann muss zusehen dass er den passenden trainer findet und dann bin ich sicher dass die ganzen kritiker hier plötzlich von baumann schwärmen werden
train;0;die situation der moslems ist in keinster weise mit der der juden von 1933 zu vergleichen wenn es nach der afd ginge dann schon
train;0;die skepsis bei mir ist stark verknüpft mit dem fakt dass werder die brenzlige situation ohne einen kompetenten trainer angehen muss    bei darmstadt 98 ist ein schuster bei frankfurt ein kovač bei stuttgart ein kramny am werk  alles nicht spitzentrainer aber ordentliche trainer    bei werder ist ein skripnik am werk  ein totalausfall
train;1;die sog werteunion ist nicht nur konservativ das ist ein rechtsradikaler haufen alter und neuer nazis und rassisten hören sie endlich mit dieser verharmlosung auf fr
test;0;die sollen denn vernehmen nach sogar schon gemeinsam gesehen worden sein
train;0;die sollen eh nicht viel bringen
train;1;die sonderkommission geht wieder einmal von einem isolierten einzeltäter aus egal ob nsu faschistische umtriebe in militär polizei und verfassungsschutz immer einzeltäter wieviel einzeltäter wollen die uns eigentlich noch vorgaukeln die wahlergebnisse in wächtersbach sprechen für sich afd und npd hatten bei der letzten landtagswahl zusammen bei der letzten landtagswahl 194 bei rtl war übrigens von 400 demonstranten die rede vorsicht vor tendenziösen polizeiberichten
val;0;die spd merkt dass gabriel nicht mehr der hit ist er hat spdwähler zu tiefst beleidigt denn in erster linie sind es arbeiter und angestellte die sich gegen die tagespolitik wenden wer will denn gern als pack bezeichnen um ihnen am ende den goldenen handschlag zu geben wähler die sich überlegten die spd zu wählen um mehrheitsverhältnisse zu verändern werden den sprichwörtlichen griffel fallen lassen der zerbricht
test;0;die spd stirbt eh bald aus   als arbeiter konnte man sie noch  vor 20 jahren wählen erst drängt man uns eine kanzlerin auf die aus dem kommunismus kommt  hat sie dem jemals abgeschworen   dann führt sie einen kommunismus 20 ein indem wir erst mit resteuropa und seit 4 jahren auch mit afrika unsere rente sparguthaben und bald auch wohnungseigentum teilen sollen  steckt da die kommunistische partei chinas dahinter
train;0;die spdspitze erwägt zusätzliche bedingungen für die koalitionsverhandlungen zu stellen grundsätzlich natürlich ein absolutes nogo gegenüber dem verhandlungsgegner  entweder hat man etwas vereinbart oder nicht aber hinterher kommen und sagen ach nee ich hätte vielleicht doch lieber etwas mehr von dem und dem das gibt es im normalen leben nicht diese haltung stellt die spd in ein ganz schlechtes licht
val;1;die spieler sind schuld wer denn sonst  arrogant pomadig ueberheblich und damit unfaehig auf hoechstem niveau wettbewerbsfaehig zu sein  real barca atletico real bvb muessen nur warten bis wir uns immer wieder die eier selbst reinlegen
train;0;die spieße werden eh mit zweifelhaftem fleisch gefüllt am ende verkohlt es doch eh und wird scharfe soß übergossen
train;0;die spitze des eisbergs ist geschmolzen hat nicht jeder mitgekriegt
train;0;die staatsanwaltschaft ermittelt derzeit gegen die tochter von willi wann berichtet ihr darüber
train;0;die stadt mit lauter trotteln an der verwaltungsspitze
train;0;die stadt möchte die immobilie nicht verkaufen das finde ich erstmal vernünftig
train;0;die stasi des sed regimes war liebevoll und human
train;1;die stasi von maas versucht mit wohnungsdurchsuchungen die anhänger der afd zu kriminalisieren und seine parteigegner dadurch auszuschalten wie im dritten reich und in der ddr die echten linken antifa kriminellen  und ihre anhänger  auch bei ro24  die deutschland zerstören  bleiben unbehelligt
train;0;die stehen halt hinter ihren trainer und seiner arbeit kennst du die manneskraft von pep persönlich umd das zu beurteilen
train;0;die strafe sollte exorbitant hoch ausfallen da eine gefährdung anderer verkehrsteilnehmer vorsätzlich herbeigeführt wurde
train;0;die strafrechtliche verfolgung eines arztes wegen seiner ehrenamtlichen nothilfe für flüchtlinge auf dem münchner rindermarkt ist politisch nicht motiviert juristisch unantastbar und stellt gesellschaftlich kein skandal dar der weltärztebund habe beschlossen dass ärzte hungerstreiks nicht begleiten dürfen wenn  die teilnehmer in einen hungerstreik treten oder sonstige erpresserische massnahmen ergreifen
train;0;die streiten doch quasi nur um das kaliber das verwendet werden soll wenn flüchtlinge an der grenze erschossen werden dafür werde ich als humanistisch eingestellter mitbürger der als teil seiner erziehung auch christliche werte mitbekommen hat garantiert niemals verständnis aufbringen
train;0;die streiten sich gerade darum wer sich von wem verwöhnen lässt
train;0;die supermarktkette rohlik aus tschechien will schon bald lebensmittel in deutschland verkaufen  mit dem gleichen erfolg wie der russenaldi
train;0;die sz sind handlanger und manipulationen
train;1;die tägliche braubraune hetze gehört jetzt zu deutschland
train;0;die täglichen einzelfälle
train;0;die täter haben bestimmt eine schwere kindheit und alle sind gegen sie bestraft wird eh keiner wie will man eigentlich dieser zunehmende gewalt in den griff bekommen wenn es keine abschreckende konsequenz gibt für mich geht dies nur mit höheren strafen
train;1;die täter kamen mit schlauchbooten schade dass diese vor der tunesischen küste nicht durch die bundesmarine eingesammelt wurden da man sie für flüchtlinge in seenot hielt
train;0;die täterbeschreibung kann man sich in 95 der fälle sparen
train;0;die täterverschleierung wird wohn noch weitergehenleider
train;0;die theorie nach der seit jahren nato uboote unangemeldet die schwedischen gewässer besuchen um die schweden zu beunruhigen und auf natokurs zu bringen ist bis heute nicht widerlegt wenn die russen wissen wollen was in schweden so passiert haben sie bessere möglichkeiten als uboote
val;0;die tipps zum stau sind nicht ganz korrekt bei einer spruverengung ist es besser sich früh genug in den fließenden verkehr einzuordnen damit bleibt der verkehr fließend und staut sich nicht vor der verengung
test;0;die trägst doch du bereits
train;0;die transferüberschüsse    die eichin mit drei jahre konsolidierungskurs erwirtschaftete haut dilettant baumann in drei monaten  weg  und danach kommt nichts   grabesstille
train;0;die trucks sin ja soooo goil
train;0;die trümmerfrauen europas erika leyen urschel und lagarde kennt man ja schon  die kaniber steht auf einer ähnlich sinnlosen stufe wie die digitalministerin wo es klar erscheint das man nur repräsentative zwecke erfüllt
train;0;die tuerkei hat mit ausgemusterten phantom jets der israelischen luftwaffe ganz einfach das spitzenprodukt der russichen luftfahrttechnik von himmel geholt militaerschrott auf den stand der 80iger jahre
val;1;die türkei ein staat dessen wähler sich für einen antidemokratischen islamisten entscheiden als eu mitglied  was für ein witz
train;0;die türkei hat das erobert ohne angegriffen worden zu sein israel hat es in einem verteidigungskrieg erobert nicht zu letzt um sich auch zu schützen ist das für sie das gleiche
train;0;die türkei will also ihre brüder und schwestern schützen denen geht eher auf den sack das russland eine raffinerie und etliche tankwagen bombadiert hat und erdogans sohn jetzt weniger geschäfte mit dem daesh machen kann deswegen setzeten sie den russen einen schuß vor den bug
val;0;die türken haben deutschland nach dem krieg aufgebaut na na wer erzählt ihnen denn so etwas
train;0;die türken san nur mit westlichen geldern überhaupt soweit und anonsten sans nur im moscheebau ganz vorne dran ansonsten nix wissensvhaflticher stand mittelalterlich
val;1;die türkischen politiker machen einem großen teil ihrer hier lebenden landsleute alle ehre vom verhalten her ist da kein großer unterschied große fresse und so
train;0;die türkischen taxifahrer mal wieder
train;1;die tz bedankt sich bei ihnen für das öffnen des artikel welches clickbaites erzeugt was die tz nominell interessierten werbepartner zeigen kann und somit geldeinnahmen generiert vielen dank für ihre unterstützung
train;0;die tz hat wieder viel platz frei wieder mal märchenstunde bitte keine kommentare mehr abgeben sonst macht dfie tz so weiter
train;0;die tz ist doch selbst zu dieser besagten klatschpresse geworden
train;0;die tz ist eine münchner zeitung glaubst du etwa dass die 15jährigen täter hierher geflüchtet sind
train;1;die tz ist halt ein boulevardblatt manchmal keinen deut besser als die berüchtigte blödzeitung
val;0;die tz ist soch auch in ausländischer hand man sieht ja wer sie austrägt
train;0;die tz kreiert die superstars von morgen früh welche rolle spielt dabei der autor
train;0;die tz macht eine gute soap aus 60 sehr clever scheisse für den verein
test;1;die tz netiquette ist irgendwie kaputt sogar wenn man nicht dagegen verstößt wird man merkelddrzensiert wie kommts feiglinge oder femimistinnen
train;0;die tz verfälscht mit ihrer löscherei der pro ismaik kommentare das bild in der öffentlichkeit
train;0;die tz weiss halt nicht was sugartit oder pussy riot auf deutsch heisst wenn ich hier die deutsche übersetzung reinschreibe kriegen die alle gleich schnappatmung
train;0;die tz weiß offenbar mehr glaubt lahm nicht dass sein kollege in den nächsten tagen kein flugzeug richtung manchester nehmen wird  nicht und kein ergibt lt tz ein ja
train;0;die tz wird eine eigene stelle im onlinekeller schaffen
train;1;die u2 scheint doch die ganze palette an unbrauchbaren und überflüssigen spinnern anzuziehen in der u2 ist anscheinend vom kriminellen migranten und asylbewerber über die drogensüchtigen bis hin zum rassisten und vergewaltiger alles vorhanden und für diesen service bezahlt man auch noch eine fahrtkarte schön blöd
train;0;die überschrift  ist göttlich
train;0;die überschrift passt deutlich zu deiner kenntnis sie strotzt vor unwissen und vermutungen
train;0;die üblichen sind dreck
val;1;die uefa hatte bereits nach den pfiffen im ersten spiel reagiert wir  fordern die besucher auf respekt vor mannschaften und spielern zu  zeigen die auf die knie gehendas ist ja an heuchelei nicht mehr zu überbeiten ausgerechnet die uefa die das cl endspiel nach budapest verlegte und auch em spiele dort austragen liss wo jeder weis wie orban denkt die sollte der blitz beim kacken treffen
train;1;die uhrzeit ist aber kein ort es müsste also heissen eine uhrzeit zu der  wie war das noch dass nicht alle rechtsextremisten dumm sein sollen und nur einen hauptschulabschluss haben bei dir stimmt das klischee mit dem ungebildeten hohlkopf auf jeden fall
train;0;die umfrage zeigt lediglich dass eine kleine wählerwanderung zwischen fdp und cdu stattgefunden hat bei der nächsten umfrage vom nächsten institut kann das schon wieder umgekehrt sein insgesamt bleibt das rechtsbürgerliche lager stabil bei wenig über 30  mehr wirds nicht
test;0;die unauffällige säule in der nähe der feldherrnhalle so eine genaue standortbeschreibung hätte links der isar nicht auch gereicht
train;1;die unbeholfenen und bildungsfernen muslime führen sich jeden tag selber vor nur um das zu merken dazu reicht es nicht bei den bildungsfernen muslimen
train;0;die unten zitierten kleinen sätzlein hätte ich gerne in dem zeitstrahl aue bis ingolstadt im zusammenhang mit armin veh  gelesen war wohl nicht möglich bekommt man keine gespräche mehr  an dieser schlappe hat auch niko kovac seinen anteil der trainer hat mit seiner aufstellung und seinen einwechslungen vorsicht und zurückhaltung dokumentiert
val;0;die unterhose
train;0;die uralten trikots aus baumwolle konnte man wenigstens noch als putzlumpen verwenden die neuen taugen nicht einmal mehr dazu
train;0;die usa haben da natürlich ihre finger mit drinnen aber die russen eben auch da gibt es keine guten
train;0;die usstreitkräfte haben keine moschee beschossen das ist wahrscheinlich eine dreiste regierungslüge und wird vom verfasser des artikels unhinterfragt hinausposaunt nicht sehr überzeugend
val;0;die verbliebenen 50 werden wohl auch nicht mehr lange bestand haben aber du musst zwischen print und online unterscheiden aus dem impressum das gesamtangebot von  besteht aus zwei teilen mit unterschiedlichem diensteanbieter  das hier sind blogger die in heimarbeit tätig sind
train;1;die vereinsfarben des bvb passen halt perfekt zu halb verfaulten bananen und affen mögen bananen das passt doch perfekt zu den bvbfans
train;1;die verfallenen brücken und straßen sind von der kfzsteuer zu bezahlen dafür ist sie gedacht so hab ich es gelernt das geld geht lieber in ausland für die 3 welt dann kann sich der chef wieder seine badewanne und seinen thron vergolden lassen kindersoldaten kosten auch geld ach ja die südländer bitte nicht vergessen
test;1;die vergewaltiger sind ja schon da
train;0;die verschwörung ist dass es keine verschwörung gibt
train;1;die vielen ausländerviertel in denen deutsche schon heute die minderheit sind araber und libanesenclans überall jetzt läuft auch die afrikaschwemme an da bekommen wir auch afrikaviertel  da einer zufällig auf die löschtaste gekommen ist  wir bleiben hier und wir werden deutschland verteidigen
val;0;die von der leyen kann machen was u wie sie will ihre freundin merkel unterstützt sie wo es nur geht es ist ein irrsinn was da geplant wird wie  lange müssen wir das noch ertragen
val;0;die vorschriften wurden nicht verschärft  es kann nicht mehr so leicht die aufzeichnung der vorschriften manipuliert werden wie früher das ist ein anderes themaohne zweifel fehlen parkplätze um den fahrern ihre ruhepause zu ermöglichen kann aber nicht sein daß der parkplatz dann zugestellt wird von ortsansässigen transportunternehmendie aus kostengründen keine stellflächen haben
train;0;die vpartei googeln und ggfs unterstützen damit sie an der wahl teinehmen kann
train;0;die wähler mißtrauen rotrot zurecht
train;1;die wahren schlampen in der politik sind immer noch die medien die für  jede noch so billige story bereitwillig die beine breitmachen bzw die  druckerpressen weit öffnen sex sells und wenns auch nur ein quickie  ist der das eigene blatt über das nächste quartal schleppt
train;0;die wahrheit darf man wie immer nicht schreiben wird zensiert vielen dank tz
train;0;die wahrheit die ich über dich geschrieben habe hat die tz leider auch gelöscht   da sind wir wenigstens leidensgenossen
val;0;die wahrscheinlichkeit ist großdas er auch so einen hörnerhelm hatdem macht am kopf schon lange nichts mehr aua
val;1;die wahrscheinlichkeit liegt bei etwa 90 bei der wortwahl abschlachtenschädel einschlagen das das heimatland irgendwo zwischen dem balkan und der türkei liegt
val;0;die war ja nun hauptsächlich vom verfassungsschutz durchsetzt was natürlich andere unterstützer nicht ausschließt
train;1;die wären bei mir schneller draussen als sie reingekommen sind  ohne viel begleitpersonal dazu reichen handschellen am zielflughafen schellen ab und wer nicht schnell genug das weite sucht
train;0;die waren früher schon mal in deutschland
test;1;die welt braucht solchen dreck unbedingt
train;0;die welt der finanz und uhren profis
train;0;die welt hat auch geschrieben dass er bei moskau spielt hirnis schlimmer als die blöd
train;0;die welt hat den bayernaufsichtsrat bisher eh nur maximal als noble männerdiskussionsrunde wahrgenommen es ging dabei mehr darum dabei zu sein und teilzuhaben an der erfolgsaura des fcb als um irgendwelche inhalte  da unterscheiden sich die vipräte nicht von den gemeinen bayernfans ausser dass sie alles gratis bekommen und der fan das gesamte geschäftsmodell mit seinen kröten gegenfinanziert  würden sie uli h jetzt zum teufel schicken wo er hingehört könnten sie den ar gleich auflösen
train;1;die welt hat nichts besonderes verloren mit diesem yankee
train;0;die welt in gute und böse einzuteilen das machen kleine kinder erwachsenen sollte man etwas mehr geistige reife zutrauen sorry
train;0;die welt wird immer brutaler
train;0;die werden doch nicht den theo waigel
val;0;die werden manipuliertund zum schmieren gibts immer wege
train;0;die werden wirklich sehr gut ausgebildet wir haben ja nur den thiago aus barcelona und  sein bruder gefällt mir habe das letzte spiel gesehen mit seinem tor  spanien bilden aber generell spieler gut aus
train;0;die werdergeschäftsstelle hat ihre tentaklen auch überall das füchschen übernimmt die wochenendschicht vom bierständer  und eine neuerliche runde der moralapostel treibt ihr unwesen es fehlt nur noch die kommentatorin user
test;0;die werten herrn asylbewerber residieren mit seeblick wovon unsereins nur träumt weiber können sie auch noch angaffen zumindest die die sich noch dort hinhauen oder spezielle sexuelle vorlieben haben warum noch urlaub in der domrep machen wenn man die schwarzen schon vor der haustür hat ich geh da mit sicherheit nicht mehr hin traurig ist das sonst nix
test;0;die westendbewohner die unter baulärm leiden könnten sich alternativ eine bleibe in den bevorzugten lagen bspw in offenbach anmieten in denen lärm größtenteils kopfsache ist frei nach  stefan schulte
test;1;die wichtigen und relevanten menschen sind ohnehin schon geimpft und geniessen ihr leben die ungeimpften sind in der regel nur sozialhifeempfänger und sonstige schmarotzen auf kosten der verantwortungsvollen mehrheit daher völlig irrelevant und zu ignorieren langfristig werden die schön langsam wegsterben dann kehrt auch wieder ruhe und gegenseitige verantwortung ein
train;1;die wicks tz geht mir langsam echt auf den sack
train;0;die wie gewöhnlich etwas ausführlicher ist als der artikel
train;0;die willkommenskultur deutschlands müssen  andere eu länder keinesfalls teilen wenn die slowakei und ungarn sich weigert dann müssen wir es akzeptieren
train;0;die wird die reibekuchenbude am laufen halten
test;0;die wirtschaft hat sich nicht entwickelt es wurde einfach geld in ein kaputtes system gepumpt mit dem eine armee von wahlsoldaten bezahlt wurde die haben es verkonsumiert und weg ist es
train;1;die wissenschaftler sind bloße agitatoren die wollen wir nicht hören die können in ramallah heulen
train;1;die wm sollte überhaupt nicht dort ausgetragen werden sklavenhaltung terrorismus christenverfolgung fraunenfeindlichkeit verfolgung homosexueller soll doch hitzelsberger deutschlands wm botschafter in katar werden ubd versuchen seine neigung in diesem land auszuleben ob die spiele im sommer oder winter stattfinden ist doch schnuppe vielleicht sollte die wm als nächstes in nordkorea ausgetragen werden mit dennis rodmann als wm botschafter
train;0;die wohnung wurde später mit dem altmieter erworben dann passt es wieder   so ne wg wäre nicht blöd
train;0;die wohnungen werden zu höchstpreisen weltweit angeboten ohne parkplätze kann die stadt land und der spekulant weniger spekulieren
train;0;die wölfetiere waren vor dem menschen da deshalb müssen wir uns mit ihnen arrangieren und nicht sie mit uns
train;1;die wollen uns schützen und raten uns vorrat zuzulegen seit wann wollen die uns schützen das ganze gegenteil wollen sie sei lassen fremde menschen ohne pass mit undefinierbaren krankheiten ins land ununterbrochen warum will man denn jetzt plötzlich das volk schützen das ist doch verar
train;0;die wurden aber mit sicherheit erst angegriffen als sie sich einmischten um ungelegte eier sollte man sich eben nicht dauernd kümmern
train;0;die wurden aber nicht alle verzehrt
train;0;die würden sie doch eh nicht verstehen wollen
train;0;die würstel machen es halt aus  die würstel und in verein  die euronen und dann darf noch ein altvorderer kaiser mitschwaflen und seinen senf dazu geben  auch wenn der weit außerhalb von deutschland redsidiert und weiter und immer schon steuern gespart hat solche kommentare von steuerflüchtlingen brauchen wir wirklich nicht vom ehemaligen versicherungsvertreter
train;0;die zahnärztin tut mir leidleider wie eine die den waffen der scheinjustiz ausgeliefert istund wieder wird  wie immer nix  unterschriebenrechtswirksam bestimmt wieder eine unbefugte angestellte hoff das der saustall bald aufgedeckt wird von unstem geld schmarotzen und frech abartig schizophren über andre zu urteilen und selbst tägl schwerste straftaten begehen in amerika wär diesen krüppeln die todesstrafe sicher
val;0;die zähne machen mir mehr sorgen als das gerede von diesem omnipräsenten berufspaniker
test;0;die zb seit jahren bis zu 6 flüchtlinge in ihrem haus aufnehmen und sie betreuen da kann man richtig kohle machen gelle
train;1;die zeit läuft ab im juli könnte abermals die pleite drohen also jetzt mal wieder griechenland sind die flüchtlinge durch wie oft ist für griechenland schon die zeit abgelaufen wie oft war es schon pleite und wurde doch immer wieder alternativlos gerettet wir dieses mal nicht anders sein
train;0;die zeiten für die tz scheinen auch immer armer zu werden jetzt gibts schon einen liveticker von barfuß jerusalem gegen hinterpfuideifi aber als lückenfüller taugt der tsv allemal noch wenn auch von fussball keine rede sein kannaber der fan scheint zufrieden zu seinman muss das niveau nur weit genug herunter setzen dann arrangiert man sich auch mit regionalligagebolze
train;1;die zünden auch ihre muslimischen frauen an
train;0;die zuwanderer kommen noch zuhauf
val;1;die zwei trollis wieder untereinander wir kennen uns aus was euch zwei angeht
train;0;die zweifel sind unbegründet
train;0;die zweite liga ist so schwach wie noch nie ich bin ja auf die ausreden am jahresende gespannt eine kenne ich schon die anderen
test;0;die zweitligaergebnisse von gestern waren traumhaft nun noch morgen ein lockeres 20 für aue und hasan kann mit seinem spielzeug doch noch im grünwalder miete zahlen denn in der dritten liga darf er ja
train;0;diego maradona
train;0;dienstag 9 uhr 41  5 kommentare und 4 davon von roten usern also ihr braucht euch nicht beschweren wenn wir auch des öfteren bei euch zu besuch sind
train;0;dienstag rollt die hertha an dat gibt schnicke
train;0;dies könnten doch auch ingo undoder bewerkstelligen
train;0;diese
train;1;diese anschläge auf unschuldige aller art erfolgen ausschließlich von anhängern einer bestimmten religion im name ihres gottes die ausbreitung dieser mörderischen ideologie wird auch bei uns im land von bestimmten politikern und christlichen geistlichen gefördert und akzeptiert mit immer neuer errichtung von moscheen
val;0;diese antwort blieb er bisher schuldig sieh es ihm nach dem guten er ist gerade etwas aufgewühlt
train;0;diese antwort vom träger dieses iqs wurde erwartet
train;1;diese artikel stammen von den nassen träumen unbefriedigter onlineredakteure
train;0;diese aussagen sind unerträglich und nicht akzeptabel und was der hütter gerade im interview von sich gibt ist die potenzierte verarschung
test;1;diese aussagen von herrn oder frau struppi sind ein weiteres paradebeispiel für militante impfbefürworter frei nach dem motto sollen doch die ungeimpften verrecken danke fürs gespräch solche argumente sind keine basis für eine vernünftige diskussion da kann man ja von weitem den iq wert von solchen leuten erkennenoder ist es angst weil man langsam erkennt daß diese impfungen bei weitem das nicht halten was versprochen wurde
train;0;diese bananenstaaten haben wohl keine anderen probleme
train;0;diese beiden kommentar fassen wunderbar die spielphilosophie unter schaaf zusammen drastisch ausgedrückt gewinnt man so entweder  54 oder verliert 36  daher war ein eishockeymanager für werder doch eigentlich gar nicht so schlecht und folgerichtig denn das sind eher eishockey als fußballergebnisse
train;0;diese belasten die kassen und der arbeitendesteuerzahlerarbeitgeberfleißige darf noch mehr abgaben leisten danke an unsere regierung
val;0;diese chancenverwertung
train;0;diese deutschen würd ich gerne sehen
train;0;diese durchhalteparolen habe ich irgendwann schon einmal gehörtliegt aber schon länger zurück so kurz vor dem endsieg
train;0;diese ergebnisse sind zu positiv werden als ignoriert
test;0;diese floskeln die fast alle gewählten sieger von sich geben sind nur schall und rauch zuviel läuft in der hohen politik im hintergrund man kann diesen schmarrn nicht mehr hören
